attractionName,reviewerName,reviewTitle,ratings,reviewDate,reviewText,reviewerProfilePicURL,reviewURL,compound_score,sentiment_category,wordCount,usefulness,usefulness,usefulness,No. of Useful,,,
Gardens by the Bay,Sh0bahari,Too little for too much,20,8-Oct-18,Disappointed with what the place had to offer for the price paid for the ticket. Long walk in the mid afternoon sun to reach the dome exhausted my bones and mood. What did I gain from the visit was the question I asked myself and sadly the answer was 'absolutely nothing'.,https://media-cdn.tripadvisor.com/media/photo-l/0c/d9/55/34/sh0bahari.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r623110386-Gardens_by_the_Bay-Singapore.html,-0.5994,Negative,51,useful,useful,useful,3,,,
Sands Skypark Observation Deck,Nadeem786,Great views,40,28-Nov-19,"No charge for hotel guests and a nominal 20 odd SGD charge otherwise.Lifts were pretty busy and about 20 people in the evening queue.Once upstairs you can spend as much time as you like. The private entrance to the infinity pool is key card only - although you can go into the c'est la vie bar no issue.There is a souvenir shop that also serves food and beverage.Fantastic views - see the F1 track, gardens, high rise towers and beyond over the bay.",https://media-cdn.tripadvisor.com/media/photo-l/15/dd/ff/0b/caption.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r729410388-Sands_Skypark_Observation_Deck-Singapore.html,0,Neutral,83,useful,useful,useful,3,,,
Sands Skypark Observation Deck,warrenwaples,Good view.,40,25-Nov-19,"This is a good view from the top of the Marina bay sands hotel. Just keep in mind that you only have access to the very eastern end, so no taking a dip on the pool. The only downside for me was the price. For a family of 4 it cost $104. A bit expensive I thought for an elevator ride.",https://media-cdn.tripadvisor.com/media/photo-l/19/f1/ca/39/avatar.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r728795568-Sands_Skypark_Observation_Deck-Singapore.html,-0.0429,Neutral,61,useful,useful,useful,3,,,
Singapore Flyer,Leatroy,All ticket booths were closed..must buy on line,10,7-Sep-17,"I was very disappointed, walked there from our hotel in the heat and humidity, to find no ticket booths open. Asked for help and the attendants sent us to another closed ticket booth...we could see that the flyer had people on it but many of the shuttles were empty..not happy at all",https://media-cdn.tripadvisor.com/media/photo-l/15/bd/24/f5/leatroy.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d678639-r521975489-Singapore_Flyer-Singapore.html,0.6253,Positive,52,useful,useful,useful,3,,,
Sands Skypark Observation Deck,WanderingXpat,"Great views, fancy prices",30,7-Aug-19,The Sands complex rooftop has greart views and some nice but expensive opportunities. The developers have tried to cram too much in and whichever outlet you attend may be a bit of a disappointment as they are not connected and prices are steep.,https://media-cdn.tripadvisor.com/media/photo-l/01/b2/d8/6c/wanderingxpat.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r696353384-Sands_Skypark_Observation_Deck-Singapore.html,-0.0387,Neutral,43,useful,useful,useful,3,,,
Gardens by the Bay,isaacceleste,Too crowded on a weekday!,30,20-Aug-19,I and my parents are disappointed because of the crowds..and we can't enjoy both the flower dome and cloud forest..ppl pushing and just can't get good pictures.Just too crowded.Even in the queue to get in ppl just cant wait to get in and cut my family's queue.Overall we love the landscape .,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f2/59/default-avatar-2020-24.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r700860178-Gardens_by_the_Bay-Singapore.html,-0.6167,Negative,52,useful,useful,useful,3,,,
Singapore Flyer,wozzaward89,Worth a visit,40,13-Sep-19,We went on the Flyer on our first day in Singapore and found it a good experience. Not badly priced either which is always good. Goes around very slowly and although this is good for picture and video opportunities by the time you get half way around we was ready to get off,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f4/d0/default-avatar-2020-33.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d678639-r709268557-Singapore_Flyer-Singapore.html,0.9366,Positive,53,useful,useful,useful,3,,,
Singapore Cable Car,Armagh2016,Leave a day to visit Sentosa Island,40,24-Jul-18,"You can take the Cable Car or train to Sentosa Island. I started by taking the cable car to the Island, then traveled on the Cable car over the island, stopping as I made my way round. Then on the way home took the cable car back.Good idea if visiting Universal Studios",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e5/2b/default-avatar-2020-52.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r598999849-Singapore_Cable_Car-Singapore.html,-0.1531,Negative,52,not useful,not useful,not useful,0,,,
Sands Skypark Observation Deck,Y5373SVmikeb,Overrated,20,28-Nov-18,We stayed at the Hilton but wanted to see the view from this stunning looking hotel as it had been recommended by friends. To be honest although the views are stunning we found it all pretty disappointing. The service on the top deck was the worst we saw in our whole time in Singapore and it definitely felt like they didn't care as they had our money. It took an age to order drinks and snacks. The drinks took ages to come and the snacks didn't appear. We had finished our drinks and were trying to pay (we gave up on the snacks) and they almost insisted we stay and wait for the snacks ! We needed to leave and they eventually 'boxed' the snacks which took more time and we had an appointment and we just binned the box anyway. Enjoy the view but expect poor service.,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/de/0a/default-avatar-2020-35.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r636074715-Sands_Skypark_Observation_Deck-Singapore.html,0.9489,Positive,148,useful,useful,useful,3,,,
Jurong Bird Park,Jeanmdk,I dis not enjoy,20,20-Jun-16,Felt really sad to see some of the big birds stuck in sad cages...not allowing enough room to spread their wings properly...i think I was comparing it to the fantastic zoo...it does not compare.A very depressing outing and quite far out from everything - have to drive or take a cab!Ill skip it!,https://media-cdn.tripadvisor.com/media/photo-l/1a/e1/28/a5/avatar.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315466-r384185221-Jurong_Bird_Park-Singapore.html,-0.4725,Negative,53,useful,useful,useful,3,,,
Gardens by the Bay,Joannsoh,Wont pay for the entry tickets,30,27-Aug-16,The whole place was very artificiary and man made. I wont pay for the entry tickets again to be in the air conditioned room to see the flowers and plants for tourists. My children only enjoy the water play area which was free admission. Not worth to spend on entry tickets with young children!,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e7/fe/default-avatar-2020-58.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d2149128-r411273357-Gardens_by_the_Bay-Singapore.html,0.8326,Positive,54,useful,useful,useful,3,,,
Singapore Zoo,donoshinkun,whole experience,20,21-May-19,"we hv been here many times, we know the drill. dragon and beast great addon theme but very thin on content. get the zoo staff dressed related theme would be nice.inuka leaving us was sad the current placeholder was a nice gesture.this trip ended on a negative size at taxi area. nuff said.",https://media-cdn.tripadvisor.com/media/photo-l/11/8e/a4/39/dono-k.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d324542-r675393478-Singapore_Zoo-Singapore.html,-0.6059,Negative,53,useful,useful,useful,3,,,
Sands Skypark Observation Deck,Be H,Ce La Vie,10,6-Nov-19,"Visited this hotel to check it out before booking, mainly due to Crazy Rich Asians Movie!!! Thank goodness I did. There is an observation deck and the Ce La Vie bar that is open to anyone for about $22. Unfortunately if you are using the pool you're looked over - like you're in a zoo and the foyers are busy with tourists (yes like me) having a look. For such an expensive room rate I'd preferably choose the Raffles for the heritage or for a better overall experience the Sofitel City Centre Club Room and just visit the Marina Bay to have a look see. Hint : don't pay for the observation deck, pay for the Ce La Vie bar and you get a drink as well!!!!",https://media-cdn.tripadvisor.com/media/photo-s/01/2e/70/9a/avatar026.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d1837767-r724366590-Sands_Skypark_Observation_Deck-Singapore.html,0.9521,Positive,127,useful,useful,useful,3,,,
Singapore Cable Car,555_Travel,Expensive and lacking customer service,10,9-Aug-17,A bit of a tourisp trap. We asked for a round trip to mt faber but got the combined ticket which includes the sentosa cable car. We were quite specific so they were either ripping us or just couldnt care less. That aside its still too expensive. Not worthwhile as far as I'm concerned.,https://media-cdn.tripadvisor.com/media/photo-s/01/2e/70/84/avatar005.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r510318211-Singapore_Cable_Car-Singapore.html,-0.7681,Negative,54,useful,useful,useful,3,,,
Singapore Cable Car,Drkluitjes,Fourty minutes queue for tickets...,10,14-May-13,"Cable car ride awesome, but to let customers wait for a short but very expensive ride for more than half an hour to purchase tickets is very un-Singaporean. Saturday just before noon, only two desks open out of six. Singapore, pull up your socks, it is not only money, try the old service again!",https://media-cdn.tripadvisor.com/media/photo-l/03/3a/9e/cf/drkluitjes.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d315470-r160674684-Singapore_Cable_Car-Singapore.html,0.4295,Positive,54,useful,useful,useful,3,,,
Singapore Botanic Gardens,Andrew B,A nice place to walk around,50,1-Aug-20,"These are excellent botanic gardens. There are also ample spaces to have a picnic or hang out with friends in the open grassy areas. There are numerous trails and plenty of wildlife to see including monkeys, lizards, and swans (at the swan lake). I went during phase 2, and people seemed to be social distancing. Of course you have to scan the SafeEntry QR code when you enter the gardens. The entrance is very conveniently located right outside the Botanic Gardens MRT, which is on the circle and downtown lines. I would recommend going on a cloudy day because Singapore is so hot and you will sweat walking around if it is not cloudy.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/4a/default-avatar-2020-42.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d310900-r762528618-Singapore_Botanic_Gardens-Singapore.html,0.8519,Positive,114,useful,useful,useful,3,,,
Singapore Botanic Gardens,ViajeroMondial,Rain Forest in the City,50,1-Jul-20,"During the Circuit Breaker that I had to stay for 100 days in Singapore, this was the place to do my evening walks every other day.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f1/42/default-avatar-2020-20.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d310900-r758627654-Singapore_Botanic_Gardens-Singapore.html,0,Neutral,26,not useful,not useful,not useful,0,,,
Asian Civilisations Museum,Oddgumm,Museum of Wow!,50,43758,"My 10 year old girl did not want to leave, so we had lunch in the museum's exceptional cafe and did the floors again. As a San Franciscan, I know Asian art. This eclectic collection is on stellar display. Lunch and artefacts from the depths of the sea through the sands of time! The best.",https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e6/ea/default-avatar-2020-54.jpg,https://www.tripadvisor.com.sg/ShowUserReviews-g294265-d310896-r719740466-Asian_Civilisations_Museum-Singapore.html,0.6617,Positive,55,useful,useful,useful,3,,,
